Paired,Statistics,P-value,Variables,logp,index
"DMSO, FMF-03-146-1",-2.648664236893502,0.024084135136389698,Cells_AreaShape_Area,1.618268944626171,1
"DMSO, FMF-04-112-1",-5.750854264060269,0.0001559494043152378,Cells_AreaShape_Area,3.807016279791732,2
"FMF-03-146-1, FMF-04-112-1",-2.3022831465673343,0.03721903516331297,Cells_AreaShape_Area,1.4292348893643136,3
"DMSO, FMF-03-146-1",-8.494855552385857,4.4331700141125394e-05,Cells_AreaShape_Compactness,4.353285612987812,4
"DMSO, FMF-04-112-1",-6.811204072671821,8.797241740994851e-05,Cells_AreaShape_Compactness,4.05565347380873,5
"FMF-03-146-1, FMF-04-112-1",4.526337945588923,0.0010346206054088875,Cells_AreaShape_Compactness,2.9852188764718184,6
"DMSO, FMF-03-146-1",-7.337617147029378,0.00011999525130687482,Cells_AreaShape_Eccentricity,3.920835940385936,7
"DMSO, FMF-04-112-1",-10.128897640048407,3.5379814623587406e-07,Cells_AreaShape_Eccentricity,6.451244446953825,8
"FMF-03-146-1, FMF-04-112-1",3.7435241777707797,0.005322315432291381,Cells_AreaShape_Eccentricity,2.273899390129605,9
"DMSO, FMF-03-146-1",3.449752239657774,0.008720004736089066,Cells_AreaShape_Extent,2.0594832791893607,10
"DMSO, FMF-04-112-1",1.5596710853547193,0.15548834802698117,Cells_AreaShape_Extent,0.8083021505418903,11
"FMF-03-146-1, FMF-04-112-1",-1.6931401091368996,0.11326800152454536,Cells_AreaShape_Extent,0.9458927620171698,12
"DMSO, FMF-03-146-1",-17.247801779591175,1.975516729166908e-07,Cells_AreaShape_FormFactor,6.704319288253296,13
"DMSO, FMF-04-112-1",-9.70807748445617,1.2703364140334783e-05,Cells_AreaShape_FormFactor,4.896081252736172,14
"FMF-03-146-1, FMF-04-112-1",6.012021020857327,3.235085617687821e-05,Cells_AreaShape_FormFactor,4.490114221085749,15
"DMSO, FMF-03-146-1",-12.432038439424861,1.2032845559942017e-06,Cells_AreaShape_Solidity,5.919631657377923,16
"DMSO, FMF-04-112-1",-6.7273914741168666,8.456091757632683e-05,Cells_AreaShape_Solidity,4.072830313115798,17
"FMF-03-146-1, FMF-04-112-1",5.60649807587122,7.644261859626194e-05,Cells_AreaShape_Solidity,4.116664444295882,18
"DMSO, FMF-03-146-1",6.525759475977586,0.00025756171303525986,Cells_AreaShape_Zernike_0_0,3.589118695090681,19
"DMSO, FMF-04-112-1",5.9975426365588,0.00021878955010154393,Cells_AreaShape_Zernike_0_0,3.65997342475915,20
"FMF-03-146-1, FMF-04-112-1",-3.2433460973667256,0.008802998829712565,Cells_AreaShape_Zernike_0_0,2.0553693558796535,21
"DMSO, FMF-03-146-1",10.932561524370973,5.871338161193293e-06,Cells_AreaShape_Zernike_2_0,5.231262905602426,22
"DMSO, FMF-04-112-1",7.077995225964614,8.032506692368141e-05,Cells_AreaShape_Zernike_2_0,4.09514890393924,23
"FMF-03-146-1, FMF-04-112-1",-4.8914370568441585,0.0003252074774040089,Cells_AreaShape_Zernike_2_0,3.4878394773523653,24
"DMSO, FMF-03-146-1",-6.990626684604262,0.00014013203173569177,Cells_AreaShape_Zernike_3_1,3.8534625812309553,25
"DMSO, FMF-04-112-1",-3.8427470963745742,0.005406708006500356,Cells_AreaShape_Zernike_3_1,2.267067084204633,26
"FMF-03-146-1, FMF-04-112-1",2.1607607040116763,0.048550897233324286,Cells_AreaShape_Zernike_3_1,1.313802739805798,27
"DMSO, FMF-03-146-1",1.0355341286389654,0.33342952807576204,Cells_AreaShape_Zernike_3_3,0.47699594226291747,28
"DMSO, FMF-04-112-1",-2.3521087235730374,0.04750331382622392,Cells_AreaShape_Zernike_3_3,1.323276092980534,29
"FMF-03-146-1, FMF-04-112-1",-2.1956770697782635,0.04842636800337255,Cells_AreaShape_Zernike_3_3,1.314918101988837,30
"DMSO, FMF-03-146-1",-6.44119742865137,0.0002632752482312893,Cells_AreaShape_Zernike_4_0,3.579589969081783,31
"DMSO, FMF-04-112-1",-1.7711505489672852,0.11753695015589605,Cells_AreaShape_Zernike_4_0,0.9298255825313468,32
"FMF-03-146-1, FMF-04-112-1",3.012407079347165,0.009439036202007787,Cells_AreaShape_Zernike_4_0,2.025072348235689,33
"DMSO, FMF-03-146-1",-8.739306726078421,2.1980601304492827e-05,Cells_AreaShape_Zernike_4_2,4.657960431127669,34
"DMSO, FMF-04-112-1",-10.71817556676906,2.5898091683486374e-08,Cells_AreaShape_Zernike_4_2,7.58673223599076,35
"FMF-03-146-1, FMF-04-112-1",3.5692170009949,0.005803044659190925,Cells_AreaShape_Zernike_4_2,2.2363440871701665,36
"DMSO, FMF-03-146-1",-17.794691009337285,2.15285369553439e-08,Cells_AreaShape_Zernike_4_4,7.666985483126376,37
"DMSO, FMF-04-112-1",-7.69155275062685,5.396437307440469e-05,Cells_AreaShape_Zernike_4_4,4.267892863945859,38
"FMF-03-146-1, FMF-04-112-1",4.799211881231359,0.00036008031978589246,Cells_AreaShape_Zernike_4_4,3.4436006143742133,39
"DMSO, FMF-03-146-1",-4.260629408151852,0.002755474882930995,Cells_AreaShape_Zernike_5_3,2.559803543358955,40
"DMSO, FMF-04-112-1",-5.430063521745272,0.0006838577063450839,Cells_AreaShape_Zernike_5_3,3.1650342546803722,41
"FMF-03-146-1, FMF-04-112-1",-1.2492664616246143,0.23233930004588166,Cells_AreaShape_Zernike_5_3,0.6338773233487945,42
"DMSO, FMF-03-146-1",1.7378693019555744,0.12406460245011171,Cells_AreaShape_Zernike_5_5,0.9063521117603559,43
"DMSO, FMF-04-112-1",-3.606175449839684,0.006744105629411243,Cells_AreaShape_Zernike_5_5,2.171075636201942,44
"FMF-03-146-1, FMF-04-112-1",-3.2837603131546618,0.007710823178181242,Cells_AreaShape_Zernike_5_5,2.112899255845503,45
"DMSO, FMF-03-146-1",-11.504749953299202,1.6631493458284808e-06,Cells_AreaShape_Zernike_6_4,5.779068750686075,46
"DMSO, FMF-04-112-1",-10.845127180501237,4.882398528041824e-07,Cells_AreaShape_Zernike_6_4,6.3113667739836705,47
"FMF-03-146-1, FMF-04-112-1",3.169305932942705,0.007780747490675693,Cells_AreaShape_Zernike_6_4,2.1089786786553377,48
