Paired,Statistics,P-value,Variables,logp,index
"DMSO, BJP-06-115-3",2.8568007336085706,0.019880875508697375,Cells_AreaShape_Area,1.7015644941729207,1
"DMSO, BJP-06-005-3",1.5404118212602973,0.16461783141583436,Cells_AreaShape_Area,0.7835231237649016,2
"BJP-06-115-3, BJP-06-005-3",-0.12083876806768586,0.9059805127521434,Cells_AreaShape_Area,0.04288114370865147,3
"DMSO, BJP-06-115-3",2.268192175020072,0.051085043396777635,Cells_AreaShape_Compactness,1.2917062333493659,4
"DMSO, BJP-06-005-3",0.2849865188573813,0.7828715242510954,Cells_AreaShape_Compactness,0.10630950344253824,5
"BJP-06-115-3, BJP-06-005-3",-1.290538925784212,0.21849786960077505,Cells_AreaShape_Compactness,0.660552793133551,6
"DMSO, BJP-06-115-3",2.422826112983159,0.037832705357051716,Cells_AreaShape_Eccentricity,1.4221326018838423,7
"DMSO, BJP-06-005-3",-0.43785327022151055,0.6736020875278251,Cells_AreaShape_Eccentricity,0.1715965756051847,8
"BJP-06-115-3, BJP-06-005-3",-1.6455173669638743,0.12836739395571445,Cells_AreaShape_Eccentricity,0.8915452755148066,9
"DMSO, BJP-06-115-3",-0.43380225722500043,0.6764889223380912,Cells_AreaShape_Extent,0.1697393106802969,10
"DMSO, BJP-06-005-3",0.1518512870051557,0.8832373313531304,Cells_AreaShape_Extent,0.0539225831180098,11
"BJP-06-115-3, BJP-06-005-3",0.42633186914583554,0.6763563471006806,Cells_AreaShape_Extent,0.16982443008830228,12
"DMSO, BJP-06-115-3",0.756941150583939,0.471164780932099,Cells_AreaShape_FormFactor,0.32682718005986,13
"DMSO, BJP-06-005-3",-0.34861831792951736,0.7368210517674515,Cells_AreaShape_FormFactor,0.132637974374957,14
"BJP-06-115-3, BJP-06-005-3",-0.7752944028393842,0.4514063614497985,Cells_AreaShape_FormFactor,0.3454323249147093,15
"DMSO, BJP-06-115-3",1.2061845203459831,0.26378116259548023,Cells_AreaShape_Solidity,0.5787562219547163,16
"DMSO, BJP-06-005-3",0.2390248886631486,0.8174468061437179,Cells_AreaShape_Solidity,0.08754049866754397,17
"BJP-06-115-3, BJP-06-005-3",-0.6610333423328707,0.5193775578319308,Cells_AreaShape_Solidity,0.28451682005196716,18
"DMSO, BJP-06-115-3",-1.216645985245368,0.2589834418875765,Cells_AreaShape_Zernike_0_0,0.5867280016590294,19
