Paired,Statistics,P-value,Variables,logp,index
"DMSO, BJP-06-115-3",3.9217051283354385,0.0031931668556629956,Cells_AreaShape_Area,2.4957783872543535,1
"DMSO, BJP-06-005-3",2.375398112643512,0.04354690322818275,Cells_AreaShape_Area,1.3610427237500369,2
"BJP-06-115-3, BJP-06-005-3",-0.5806638585487405,0.5713474468526991,Cells_AreaShape_Area,0.2430997089856771,3
"DMSO, BJP-06-115-3",1.1972928441809407,0.2649247580545953,Cells_AreaShape_Compactness,0.5768774536164715,4
"DMSO, BJP-06-005-3",1.0372062533868611,0.32858631507431446,Cells_AreaShape_Compactness,0.4833505279717771,5
"BJP-06-115-3, BJP-06-005-3",-0.19399138082795914,0.8489969823221093,Cells_AreaShape_Compactness,0.0710938534111536,6
"DMSO, BJP-06-115-3",0.8924640569696184,0.39936560454325787,Cells_AreaShape_Eccentricity,0.3986293415692374,7
"DMSO, BJP-06-005-3",1.0041522345680818,0.3451803995406004,Cells_AreaShape_Eccentricity,0.46195387290189005,8
"BJP-06-115-3, BJP-06-005-3",-0.014161569626350266,0.9889050628618412,Cells_AreaShape_Eccentricity,0.004845399660946053,9
"DMSO, BJP-06-115-3",-0.5845854914973879,0.5761193566414797,Cells_AreaShape_Extent,0.2394875329641357,10
"DMSO, BJP-06-005-3",-1.738886142579918,0.11957279472816233,Cells_AreaShape_Extent,0.922367620041797,11
"BJP-06-115-3, BJP-06-005-3",-0.4556150268900114,0.6569655627312854,Cells_AreaShape_Extent,0.1824573949877876,12
"DMSO, BJP-06-115-3",-1.1950973496176513,0.2692285567475483,Cells_AreaShape_FormFactor,0.5698788769141696,13
"DMSO, BJP-06-005-3",-3.6689351574672964,0.005976112492565557,Cells_AreaShape_FormFactor,2.2235812360854523,14
"BJP-06-115-3, BJP-06-005-3",-0.712870923382667,0.4913084137436975,Cells_AreaShape_FormFactor,0.30864579843148854,15
"DMSO, BJP-06-115-3",-0.781863898016224,0.45851924547147505,Cells_AreaShape_Solidity,0.33864243092820007,16
"DMSO, BJP-06-005-3",-2.242528728208324,0.05445473182720906,Cells_AreaShape_Solidity,1.2639643763827875,17
"BJP-06-115-3, BJP-06-005-3",-0.5198736464989075,0.6130440411473634,Cells_AreaShape_Solidity,0.21250832460030675,18
"DMSO, BJP-06-115-3",-1.6153711197341631,0.14572483569992034,Cells_AreaShape_Zernike_0_0,0.8364664256613443,19
"DMSO, BJP-06-005-3",-1.9952687044378883,0.08060861498600304,Cells_AreaShape_Zernike_0_0,1.0936185408134724,20
"BJP-06-115-3, BJP-06-005-3",-0.09953527179874609,0.9221530405777588,Cells_AreaShape_Zernike_0_0,0.03519699742480703,21
"DMSO, BJP-06-115-3",0.9892159670821682,0.3504172078193235,Cells_AreaShape_Zernike_2_0,0.45541457522803985,22
"DMSO, BJP-06-005-3",1.1939208715283636,0.2660163281462883,Cells_AreaShape_Zernike_2_0,0.5750917054508964,23
"BJP-06-115-3, BJP-06-005-3",0.19611985135240828,0.8473450460553251,Cells_AreaShape_Zernike_2_0,0.07193970527346051,24
"DMSO, BJP-06-115-3",0.2194263334813416,0.8321333933096715,Cells_AreaShape_Zernike_3_1,0.07980704950887225,25
"DMSO, BJP-06-005-3",0.5065285132347785,0.6261363171537628,Cells_AreaShape_Zernike_3_1,0.2033311055391844,26
"BJP-06-115-3, BJP-06-005-3",0.13344866364473865,0.895892264891532,Cells_AreaShape_Zernike_3_1,0.047744213079261695,27
"DMSO, BJP-06-115-3",-1.7456275359384565,0.12124459495350347,Cells_AreaShape_Zernike_3_3,0.9163376130076771,28
"DMSO, BJP-06-005-3",-2.0580124133274014,0.07470911787819638,Cells_AreaShape_Zernike_3_3,1.1266263914571872,29
"BJP-06-115-3, BJP-06-005-3",-0.029040555316510227,0.9772511332382179,Cells_AreaShape_Zernike_3_3,0.009993817279629972,30
"DMSO, BJP-06-115-3",-0.3119392591419772,0.7638226646725013,Cells_AreaShape_Zernike_4_0,0.117007459086341,31
"DMSO, BJP-06-005-3",-1.7510486289323235,0.1202740508249427,Cells_AreaShape_Zernike_4_0,0.9198280617637172,32
"BJP-06-115-3, BJP-06-005-3",-0.7926932758946562,0.44243708317630526,Cells_AreaShape_Zernike_4_0,0.35414847947936356,33
"DMSO, BJP-06-115-3",1.1997080829775042,0.2654313112308683,Cells_AreaShape_Zernike_4_2,0.576047847512637,34
"DMSO, BJP-06-005-3",0.6663170097389091,0.524221436352332,Cells_AreaShape_Zernike_4_2,0.2804852239480174,35
"BJP-06-115-3, BJP-06-005-3",-0.42006315742762124,0.6808307520144283,Cells_AreaShape_Zernike_4_2,0.16696083610715304,36
"DMSO, BJP-06-115-3",-2.041876818115107,0.077382467147502,Cells_AreaShape_Zernike_4_4,1.111357427994647,37
"DMSO, BJP-06-005-3",-0.41150791962310945,0.6917417504279407,Cells_AreaShape_Zernike_4_4,0.16005601146418694,38
"BJP-06-115-3, BJP-06-005-3",1.3174238002059113,0.20942223763103396,Cells_AreaShape_Zernike_4_4,0.6789772043779163,39
"DMSO, BJP-06-115-3",0.627486968272496,0.5493631146638644,Cells_AreaShape_Zernike_5_3,0.2601405033350271,40
"DMSO, BJP-06-005-3",-1.8750615471275958,0.09755698953687263,Cells_AreaShape_Zernike_5_3,1.010741609831212,41
"BJP-06-115-3, BJP-06-005-3",-1.5241723662889186,0.1550717488102968,Cells_AreaShape_Zernike_5_3,0.8094673153607979,42
"DMSO, BJP-06-115-3",-0.952020234179921,0.3688019347646097,Cells_AreaShape_Zernike_5_5,0.433206809268653,43
"DMSO, BJP-06-005-3",-2.001630484991781,0.07543582911110995,Cells_AreaShape_Zernike_5_5,1.1224223319900433,44
"BJP-06-115-3, BJP-06-005-3",-0.4110142674748148,0.6880477167370396,Cells_AreaShape_Zernike_5_5,0.16238144200142093,45
"DMSO, BJP-06-115-3",1.095690848396519,0.3054484988545616,Cells_AreaShape_Zernike_6_4,0.5150620048936755,46
"DMSO, BJP-06-005-3",1.8252969747165606,0.10221667594635167,Cells_AreaShape_Zernike_6_4,0.990478246268962,47
"BJP-06-115-3, BJP-06-005-3",0.22761914593479288,0.8235311283893739,Cells_AreaShape_Zernike_6_4,0.08431998042593983,48
"DMSO, BJP-06-115-3",-0.6136654249183157,0.5564237547109614,Cells_AreaShape_Zernike_6_6,0.2545943374871965,49
"DMSO, BJP-06-005-3",-1.2036405476262981,0.2634868442853313,Cells_AreaShape_Zernike_6_6,0.5792410639311998,50
